filename;output power;label
1060.tiff;0,7854511500000001;0,0
1061.tiff;0,580600872222222;1,0
1062.tiff;0,6847083158730166;1,0
1063.tiff;0,6676325103243022;1,0
1064.tiff;0,655055371832239;1,0
1065.tiff;0,6848518333333332;1,0
1066.tiff;0,8005659000000006;0,0
1067.tiff;0,7847527500000008;0,0
1068.tiff;0,6469706841338256;1,0
1069.tiff;0,6437262797619046;1,0
107.tiff;0,7664043333333339;0,0
1070.tiff;0,7891071583333336;0,0
1071.tiff;0,6535707502052546;1,0
1072.tiff;0,6398483596638657;1,0
1073.tiff;0,7863225892857144;0,0
1074.tiff;0,7944105000000004;0,0
1075.tiff;0,7909580000000003;0,0
1076.tiff;0,7880650044871791;0,0
1077.tiff;0,7992400000000002;0,0
1078.tiff;0,696633558333334;1,0
1079.tiff;0,48061167195574034;1,0
108.tiff;0,5611622023809525;1,0
1080.tiff;0,6588482537766835;1,0
1081.tiff;0,7139706666666674;1,0
1082.tiff;0,7619209500000004;0,0
1083.tiff;0,6633299474358978;1,0
1084.tiff;0,7877398333333339;0,0
1085.tiff;0,764131933333334;0,0
1086.tiff;0,6903662750000005;1,0
1087.tiff;0,6572788992063497;1,0
1088.tiff;0,6516351835385882;1,0
1089.tiff;0,6076657394909691;1,0
109.tiff;0,7221783833333337;1,0
1090.tiff;0,7253251666666671;1,0
1091.tiff;0,7664010809523818;0,0
1092.tiff;0,7635542500000001;0,0
1093.tiff;0,703234333333334;1,0
1094.tiff;0,5158505463910275;1,0
1095.tiff;0,6509509295238094;1,0
1096.tiff;0,7875124000000006;0,0
1097.tiff;0,7914366500000004;0,0
1098.tiff;0,6821649241819294;1,0
1099.tiff;0,7836279166666671;0,0
11.tiff;0,7865900583333336;0,0
110.tiff;0,7383572750000006;1,0
1100.tiff;0,7338195000000005;1,0
1101.tiff;0,6977009711538468;1,0
1102.tiff;0,7912667500000004;0,0
1103.tiff;0,7574684166666671;0,0
1104.tiff;0,6409193279830322;1,0
1105.tiff;0,6485597537766836;1,0
1106.tiff;0,5539420313852816;1,0
1107.tiff;0,6653853158730163;1,0
1108.tiff;0,663565083333334;1,0
1109.tiff;0,5586919642857143;1,0
111.tiff;0,6406740833333342;1,0
1110.tiff;0,8048450000000004;0,0
1111.tiff;0,6628759381173426;1,0
1112.tiff;0,5986512230158734;1,0
1113.tiff;0,5191946245331471;1,0
1114.tiff;0,6447760964285715;1,0
1115.tiff;0,8023975000000001;0,0
1116.tiff;0,5542252023809529;1,0
1117.tiff;0,4732942608543411;1,0
1118.tiff;0,66192625060208;1,0
1119.tiff;0,7709009166666674;0,0
112.tiff;0,4856681691564628;1,0
1120.tiff;0,7836413333333339;0,0
1121.tiff;0,7187320000000004;1,0
1122.tiff;0,6961132273809532;1,0
1123.tiff;0,7879541666666671;0,0
1124.tiff;0,7882475000000007;0,0
1125.tiff;0,7701619000000005;0,0
1126.tiff;0,6015338158730166;1,0
1127.tiff;0,8029533333333334;0,0
1128.tiff;0,7940122083333339;0,0
1129.tiff;0,7831280000000004;0,0
113.tiff;0,7813900833333338;0,0
1130.tiff;0,6650759894909694;1,0
1131.tiff;0,6264484096469622;1,0
1132.tiff;0,7834167833333336;0,0
1133.tiff;0,5602094642857143;1,0
1134.tiff;0,6656052291735086;1,0
1135.tiff;0,7060378250000008;1,0
1136.tiff;0,6902735750000004;1,0
1137.tiff;0,6609805797619047;1,0
1138.tiff;0,6829905305555556;1,0
1139.tiff;0,5159219302073745;1,0
114.tiff;0,7953449842490847;0,0
1140.tiff;0,7933781666666667;0,0
1141.tiff;0,7801968166666672;0,0
1142.tiff;0,7900194342490847;0,0
1143.tiff;0,6611760244116037;1,0
1144.tiff;0,7551270666666667;0,0
1145.tiff;0,7489750666666667;1,0
1146.tiff;0,7843100000000007;0,0
1147.tiff;0,7738582961538465;0,0
1148.tiff;0,7989970666666671;0,0
1149.tiff;0,7396610714285721;1,0
115.tiff;0,6457885714285715;1,0
1150.tiff;0,5095170965686279;1,0
1151.tiff;0,8012670794871801;0,0
1152.tiff;0,8008015000000002;0,0
1153.tiff;0,5150930410222135;1,0
1154.tiff;0,8128450000000004;0,0
1155.tiff;0,8048450000000004;0,0
1156.tiff;0,6797437742063492;1,0
1157.tiff;0,5986023992063503;1,0
1158.tiff;0,5524350932900437;1,0
1159.tiff;0,7883968750000006;0,0
116.tiff;0,7846546500000002;0,0
1160.tiff;0,7505922083333335;0,0
1161.tiff;0,5571326885281387;1,0
1162.tiff;0,797662441666667;0,0
1163.tiff;0,7104023141025649;1,0
1164.tiff;0,5169910863186652;1,0
1165.tiff;0,7911415666666669;0,0
1166.tiff;0,7654479380952383;0,0
1167.tiff;0,8047115000000004;0,0
1168.tiff;0,7876019166666675;0,0
1169.tiff;0,7887592416666669;0,0
117.tiff;0,6995338025030529;1,0
1170.tiff;0,7360346000000001;1,0
1171.tiff;0,6887391541125544;1,0
1172.tiff;0,7601773809523814;0,0
1173.tiff;0,6545527392857144;1,0
1174.tiff;0,6356332679802955;1,0
1175.tiff;0,5207903389554893;1,0
1176.tiff;0,7574364166666672;0,0
1177.tiff;0,6500191315628819;1,0
1178.tiff;0,6191880585385884;1,0
1179.tiff;0,7328627500000008;1,0
118.tiff;0,643605704761905;1,0
1180.tiff;0,7893746711538466;0,0
1181.tiff;0,7887467500000003;0,0
1182.tiff;0,6887555833333342;1,0
1183.tiff;0,6249861210317461;1,0
1184.tiff;0,6410531607142863;1,0
1185.tiff;0,7696021500000003;0,0
1186.tiff;0,7944569880952389;0,0
1187.tiff;0,7108915000000008;1,0
1188.tiff;0,66516652044335;1,0
1189.tiff;0,4994791220238096;1,0
119.tiff;0,7792361916666671;0,0
1190.tiff;0,775931516666667;0,0
1191.tiff;0,7996808166666673;0,0
1192.tiff;0,6302370762317071;1,0
1193.tiff;0,7939214166666673;0,0
1194.tiff;0,5567117976190478;1,0
1195.tiff;0,6961065833333341;1,0
1196.tiff;0,6542824988163658;1,0
1197.tiff;0,8013618333333334;0,0
1198.tiff;0,8029938333333334;0,0
1199.tiff;0,7861138166666674;0,0
12.tiff;0,6515738918719215;1,0
120.tiff;0,677275119444445;1,0
1200.tiff;0,8008870000000001;0,0
1201.tiff;0,7901739166666671;0,0
1202.tiff;0,6886617363636366;1,0
1203.tiff;0,722230304166667;1,0
1204.tiff;0,8051610000000003;0,0
1205.tiff;0,7054456630952387;1,0
1206.tiff;0,6238253380952383;1,0
1207.tiff;0,7309898166666667;1,0
1208.tiff;0,7621313666666671;0,0
1209.tiff;0,7778942630952388;0,0
121.tiff;0,7185067166666671;1,0
1210.tiff;0,7632050749999999;0,0
1211.tiff;0,6597478760073262;1,0
1212.tiff;0,5475197380952384;1,0
1213.tiff;0,8072666500000004;0,0
1214.tiff;0,7641571666666671;0,0
1215.tiff;0,4739872397618373;1,0
1216.tiff;0,659322137506842;1,0
1217.tiff;0,6788427500000007;1,0
1218.tiff;0,6538507093406598;1,0
1219.tiff;0,7710223047619053;0,0
122.tiff;0,49835855952380936;1,0
1220.tiff;0,7919685000000004;0,0
1221.tiff;0,752966666666667;0,0
1222.tiff;0,8036215000000001;0,0
1223.tiff;0,5472481166666668;1,0
1224.tiff;0,6539409797687467;1,0
1225.tiff;0,6431576350649353;1,0
1226.tiff;0,6378373697829132;1,0
1227.tiff;0,774719937820513;0,0
1228.tiff;0,6548470380952387;1,0
1229.tiff;0,8096038333333336;0,0
123.tiff;0,6658993621100169;1,0
1230.tiff;0,5193986801678715;1,0
1231.tiff;0,7821273166666668;0,0
1232.tiff;0,5567955357142857;1,0
1233.tiff;0,7410330714285718;1,0
1234.tiff;0,6490123752052551;1,0
1235.tiff;0,7988155000000005;0,0
1236.tiff;0,7744281380952384;0,0
1237.tiff;0,5577787023809526;1,0
1238.tiff;0,7586960666666669;0,0
1239.tiff;0,5545073690476193;1,0
124.tiff;0,5181094712808431;1,0
1240.tiff;0,7839079000000004;0,0
1241.tiff;0,6919828750000007;1,0
1242.tiff;0,7726125333333341;0,0
1243.tiff;0,6511041880952382;1,0
1244.tiff;0,6400830833333342;1,0
1245.tiff;0,6574144912766833;1,0
1246.tiff;0,655971719848112;1,0
1247.tiff;0,802378;0,0
1248.tiff;0,6887635500000006;1,0
1249.tiff;0,7767265000000008;0,0
125.tiff;0,787011416666667;0,0
1250.tiff;0,7615527500000004;0,0
1251.tiff;0,7989082500000005;0,0
1252.tiff;0,7113809547619054;1,0
1253.tiff;0,6745405832431466;1,0
1254.tiff;0,7682369378205134;0,0
1255.tiff;0,6597269704433502;1,0
1256.tiff;0,6318474964285716;1,0
1257.tiff;0,5601197976190476;1,0
1258.tiff;0,6961269464285721;1,0
1259.tiff;0,8006795000000002;0,0
126.tiff;0,6576353752052551;1,0
1260.tiff;0,8022395;0,0
1261.tiff;0,6538941660935332;1,0
1262.tiff;0,7825136666666669;0,0
1263.tiff;0,7977672142857147;0,0
1264.tiff;0,8097286500000007;0,0
1265.tiff;0,8006865000000002;0,0
1266.tiff;0,8078091500000003;0,0
1267.tiff;0,680869202380953;1,0
1268.tiff;0,7647646500000005;0,0
1269.tiff;0,7685957500000004;0,0
127.tiff;0,7805003166666671;0,0
1270.tiff;0,7983602630952389;0,0
1271.tiff;0,7674284047619053;0,0
1272.tiff;0,6206275053639844;1,0
1273.tiff;0,8086245000000005;0,0
1274.tiff;0,767538833333334;0,0
1275.tiff;0,5560390932900435;1,0
1276.tiff;0,65978987560208;1,0
1277.tiff;0,7966110000000003;0,0
1278.tiff;0,7723446711538464;0,0
1279.tiff;0,8047380000000004;0,0
128.tiff;0,6965106252052549;1,0
1280.tiff;0,5193388622981598;1,0
1281.tiff;0,7618509166666673;0,0
1282.tiff;0,6584441839354135;1,0
1283.tiff;0,7150507000000009;1,0
1284.tiff;0,8142146500000007;0,0
1285.tiff;0,8046750000000007;0,0
1286.tiff;0,6843754142857145;1,0
1287.tiff;0,6991168241522371;1,0
1288.tiff;0,7972056666666671;0,0
1289.tiff;0,7908232142857149;0,0
129.tiff;0,7884287500000007;0,0
1290.tiff;0,80680557948718;0,0
1291.tiff;0,7763546380952384;0,0
1292.tiff;0,8002865000000002;0,0
1293.tiff;0,8054265000000004;0,0
1294.tiff;0,7394698461538468;1,0
1295.tiff;0,763843516666667;0,0
1296.tiff;0,6481784259920643;1,0
1297.tiff;0,785950816666667;0,0
1298.tiff;0,7437832342490844;1,0
1299.tiff;0,6602314093322391;1,0
13.tiff;0,7752557750000004;0,0
130.tiff;0,7997313583333339;0,0
1300.tiff;0,7690049166666671;0,0
1301.tiff;0,6324058404009304;1,0
1302.tiff;0,6552268402194221;1,0
1303.tiff;0,5481637214285714;1,0
1304.tiff;0,8140720000000006;0,0
1305.tiff;0,7852344794871801;0,0
1306.tiff;0,6613905121100165;1,0
1307.tiff;0,7899952500000006;0,0
1308.tiff;0,5487505119047618;1,0
1309.tiff;0,636431389285715;1,0
131.tiff;0,7171981666666671;1,0
1310.tiff;0,6597947426808348;1,0
1311.tiff;0,6637767807692311;1,0
1312.tiff;0,635919868773947;1,0
1313.tiff;0,5166619416271638;1,0
1314.tiff;0,7872805000000005;0,0
1315.tiff;0,765471916666667;0,0
1316.tiff;0,6249711615079364;1,0
1317.tiff;0,6688266911404692;1,0
1318.tiff;0,4794875053348611;1,0
1319.tiff;0,7231036500000003;1,0
132.tiff;0,6867149111111115;1,0
1320.tiff;0,7786011666666672;0,0
1321.tiff;0,559016630952381;1,0
1322.tiff;0,6592385537766836;1,0
1323.tiff;0,7064592500000006;1,0
1324.tiff;0,5979628254036669;1,0
1325.tiff;0,7873901500000006;0,0
1326.tiff;0,6616901630952385;1,0
1327.tiff;0,6418027189185813;1,0
1328.tiff;0,7647324878205134;0,0
1329.tiff;0,6994152271062276;1,0
133.tiff;0,5150623568952294;1,0
1330.tiff;0,6581455380952386;1,0
1331.tiff;0,6751919111111119;1,0
1332.tiff;0,7873965000000005;0,0
1333.tiff;0,6499941946100162;1,0
1334.tiff;0,6583615815476195;1,0
1335.tiff;0,5148940235618961;1,0
1336.tiff;0,6542740380952384;1,0
1337.tiff;0,7794743250000002;0,0
1338.tiff;0,7815465461538463;0,0
1339.tiff;0,7845693333333338;0,0
134.tiff;0,7712224128205131;0,0
1340.tiff;0,7932809544871795;0,0
1341.tiff;0,6368822132183909;1,0
1342.tiff;0,5206566945631171;1,0
1343.tiff;0,7680697044871798;0,0
1344.tiff;0,7950105000000005;0,0
1345.tiff;0,6651198537766835;1,0
1346.tiff;0,7874003880952385;0,0
1347.tiff;0,7109447500000006;1,0
1348.tiff;0,8039668333333335;0,0
1349.tiff;0,5151834624507846;1,0
135.tiff;0,4876564291666661;1,0
1350.tiff;0,6769817039682544;1,0
1351.tiff;0,6938640396825404;1,0
1352.tiff;0,6023616742063497;1,0
1353.tiff;0,6486225369047619;1,0
1354.tiff;0,6443566288690478;1,0
1355.tiff;0,6732590658730166;1,0
1356.tiff;0,6609767204433501;1,0
1357.tiff;0,6547149410935331;1,0
1358.tiff;0,6831915777777781;1,0
1359.tiff;0,7720399642857152;0,0
136.tiff;0,7219503583333337;1,0
1360.tiff;0,681475782088745;1,0
1361.tiff;0,779801916666667;0,0
1362.tiff;0,4956271666666663;1,0
1363.tiff;0,7998416380952388;0,0
1364.tiff;0,7971967759157517;0,0
1365.tiff;0,761438583333334;0,0
1366.tiff;0,6634604672687467;1,0
1367.tiff;0,7995443166666674;0,0
1368.tiff;0,6474771589243278;1,0
1369.tiff;0,7999080000000002;0,0
137.tiff;0,6454413373015871;1,0
1370.tiff;0,780523964285715;0,0
1371.tiff;0,6422827857142863;1,0
1372.tiff;0,6516343335385882;1,0
1373.tiff;0,6584194960385882;1,0
1374.tiff;0,6588993714285714;1,0
1375.tiff;0,5296267122676346;1,0
1376.tiff;0,6512091508004929;1,0
1377.tiff;0,8125205000000005;0,0
1378.tiff;0,6583466410782706;1,0
1379.tiff;0,8003102500000003;0,0
138.tiff;0,7001256916666674;1,0
1380.tiff;0,6870857683230088;1,0
1381.tiff;0,6977674199855702;1,0
1382.tiff;0,6548045434523813;1,0
1383.tiff;0,7139736880411259;1,0
1384.tiff;0,5457888333333336;1,0
1385.tiff;0,5216769564678789;1,0
1386.tiff;0,5391116333333329;1,0
1387.tiff;0,7504396666666673;0,0
1388.tiff;0,5605854642857142;1,0
1389.tiff;0,5554260932900436;1,0
139.tiff;0,6982823750000007;1,0
1390.tiff;0,6455625714285721;1,0
1391.tiff;0,6484501630952386;1,0
1392.tiff;0,6705340759989056;1,0
1393.tiff;0,6383227682608098;1,0
1394.tiff;0,5485984023809524;1,0
1395.tiff;0,8017175000000002;0,0
1396.tiff;0,7193725055555563;1,0
1397.tiff;0,6262331854409489;1,0
1398.tiff;0,7928376500000006;0,0
1399.tiff;0,5159687833424749;1,0
14.tiff;0,5500156166666667;1,0
140.tiff;0,6630018575895518;1,0
1400.tiff;0,6541191787766835;1,0
1401.tiff;0,6527729303639846;1,0
1402.tiff;0,678963244444445;1,0
1403.tiff;0,65794130060208;1,0
1404.tiff;0,6977467726662236;1,0
1405.tiff;0,7816206666666669;0,0
1406.tiff;0,6924129642857149;1,0
1407.tiff;0,778437083333334;0,0
1408.tiff;0,6592414111111117;1,0
1409.tiff;0,7788674166666673;0,0
141.tiff;0,5612414642857143;1,0
1410.tiff;0,797755858333334;0,0
1411.tiff;0,7997075000000002;0,0
1412.tiff;0,782284816666667;0,0
1413.tiff;0,6523156158730166;1,0
1414.tiff;0,7830655833333339;0,0
1415.tiff;0,7872637142857147;0,0
1416.tiff;0,5507026404761904;1,0
1417.tiff;0,7863470000000006;0,0
1418.tiff;0,780357166666667;0,0
1419.tiff;0,7307791500000005;1,0
142.tiff;0,7817955666666668;0,0
1420.tiff;0,728899816666667;1,0
1421.tiff;0,6450881835470093;1,0
1422.tiff;0,5134154589007403;1,0
1423.tiff;0,7609279166666668;0,0
1424.tiff;0,6841771739316246;1,0
1425.tiff;0,8021413750000004;0,0
1426.tiff;0,7870732500000005;0,0
1427.tiff;0,6614400464506761;1,0
1428.tiff;0,6049818589285719;1,0
1429.tiff;0,7658050000000006;0,0
143.tiff;0,6501745914903586;1,0
1430.tiff;0,6736933279009304;1,0
1431.tiff;0,5180875670295392;1,0
1432.tiff;0,6287390665914067;1,0
1433.tiff;0,6528870692528738;1,0
1434.tiff;0,7685944714285717;0,0
1435.tiff;0,7375698166666673;1,0
1436.tiff;0,8042573333333334;0,0
1437.tiff;0,7908482500000008;0,0
1438.tiff;0,6610307289903584;1,0
1439.tiff;0,6528632464285716;1,0
144.tiff;0,6004473833333333;1,0
1440.tiff;0,7953979607142866;0,0
1441.tiff;0,7953574711538464;0,0
1442.tiff;0,7855926583333336;0,0
1443.tiff;0,7956074583333339;0,0
1444.tiff;0,782096141666667;0,0
1445.tiff;0,7757374166666672;0,0
1446.tiff;0,7598891833333336;0,0
1447.tiff;0,6911213515873021;1,0
1448.tiff;0,7818069000000003;0,0
1449.tiff;0,7286174583333337;1,0
145.tiff;0,7880985000000004;0,0
1450.tiff;0,7207303166666671;1,0
1451.tiff;0,4771275644257698;1,0
1452.tiff;0,5591806309523811;1,0
1453.tiff;0,7775569628205128;0,0
1454.tiff;0,6402548412766832;1,0
1455.tiff;0,783332316666667;0,0
1456.tiff;0,7506471083333335;0,0
1457.tiff;0,7344561500000004;1,0
1458.tiff;0,6137397548850573;1,0
1459.tiff;0,5184513952472367;1,0
146.tiff;0,6145933718253973;1,0
1460.tiff;0,6777472673160179;1,0
1461.tiff;0,5200776049946441;1,0
1462.tiff;0,7683842878205133;0,0
1463.tiff;0,7657641666666671;0,0
1464.tiff;0,5959836017857145;1,0
1465.tiff;0,7584160333333335;0,0
1466.tiff;0,6871193575396832;1,0
1467.tiff;0,7937584000000004;0,0
1468.tiff;0,5606184642857144;1,0
1469.tiff;0,7020907142857149;1,0
147.tiff;0,8130205000000008;0,0
1470.tiff;0,7343637666666669;1,0
1471.tiff;0,6485960952449373;1,0
1472.tiff;0,8129858333333335;0,0
1473.tiff;0,5940576630952384;1,0
1474.tiff;0,7839440666666668;0,0
1475.tiff;0,6436365386904764;1,0
1476.tiff;0,5577333551948054;1,0
1477.tiff;0,6918575464285718;1,0
1478.tiff;0,6468703845306513;1,0
1479.tiff;0,8077486500000006;0,0
148.tiff;0,7894110544871801;0,0
1480.tiff;0,7997186500000005;0,0
1481.tiff;0,5475430690476193;1,0
1482.tiff;0,7185206666666671;1,0
1483.tiff;0,6872112000000008;1,0
1484.tiff;0,745735329761905;1,0
1485.tiff;0,7784391666666675;0,0
1486.tiff;0,6701289545703341;1,0
1487.tiff;0,7664627000000003;0,0
1488.tiff;0,6604423013957313;1,0
1489.tiff;0,6789956075396826;1,0
149.tiff;0,6511415380952387;1,0
1490.tiff;0,7934413166666673;0,0
1491.tiff;0,7195585250000004;1,0
1492.tiff;0,7861288166666672;0,0
1493.tiff;0,7964011500000006;0,0
1494.tiff;0,6612073131173427;1,0
1495.tiff;0,6922764111111112;1,0
1496.tiff;0,6535289394909689;1,0
1497.tiff;0,7808731500000005;0,0
1498.tiff;0,7798573880952384;0,0
1499.tiff;0,7272516500000006;1,0
15.tiff;0,7828630666666669;0,0
150.tiff;0,764120464285715;0,0
1500.tiff;0,6459624301739928;1,0
1501.tiff;0,5179781575856807;1,0
1502.tiff;0,550632524242424;1,0
1503.tiff;0,6646128224358975;1,0
1504.tiff;0,7269024833333334;1,0
1505.tiff;0,7396767750000002;1,0
1506.tiff;0,6996790485347992;1,0
1507.tiff;0,7843961666666671;0,0
1508.tiff;0,6549815297619049;1,0
1509.tiff;0,8018015000000002;0,0
151.tiff;0,8122015000000005;0,0
1510.tiff;0,8014195000000002;0,0
1511.tiff;0,785491666666667;0,0
1512.tiff;0,655891850213676;1,0
1513.tiff;0,7828778333333338;0,0
1514.tiff;0,6695454468253973;1,0
1515.tiff;0,7264117380952384;1,0
1516.tiff;0,7728515000000002;0,0
1517.tiff;0,7331816500000005;1,0
1518.tiff;0,7666319166666671;0,0
1519.tiff;0,7976440000000005;0,0
152.tiff;0,6613744853865012;1,0
1520.tiff;0,651093896038588;1,0
1521.tiff;0,6571144325465239;1,0
1522.tiff;0,6852003392857147;1,0
1523.tiff;0,7843479166666669;0,0
1524.tiff;0,7651622833333337;0,0
1525.tiff;0,6556813412766834;1,0
1526.tiff;0,8031870000000002;0,0
1527.tiff;0,548504901623377;1,0
1528.tiff;0,6541800380952387;1,0
1529.tiff;0,6274437992063492;1,0
153.tiff;0,7828234166666672;0,0
1530.tiff;0,5509470551948055;1,0
1531.tiff;0,6820859249999995;1,0
1532.tiff;0,5545092023809527;1,0
1533.tiff;0,7713927333333337;0,0
1534.tiff;0,7614009;0,0
1535.tiff;0,515772075546023;1,0
1536.tiff;0,6782529202380952;1,0
1537.tiff;0,6547025793719213;1,0
1538.tiff;0,7954533130952386;0,0
1539.tiff;0,6649266204433499;1,0
154.tiff;0,7815698878205132;0,0
1540.tiff;0,6509933871100168;1,0
1541.tiff;0,6618009512125809;1,0
1542.tiff;0,7376924833333337;1,0
1543.tiff;0,6492811821496991;1,0
1544.tiff;0,6312220494152043;1,0
1545.tiff;0,7712439833333338;0,0
1546.tiff;0,8025651500000006;0,0
1547.tiff;0,6485721910714285;1,0
1548.tiff;0,5198672898012123;1,0
1549.tiff;0,7759815547619051;0,0
155.tiff;0,7610690333333338;0,0
1550.tiff;0,7905520000000004;0,0
1551.tiff;0,71316492948718;1,0
1552.tiff;0,7987073333333334;0,0
1553.tiff;0,7681794714285718;0,0
1554.tiff;0,5685767228535351;1,0
1555.tiff;0,6920302535714291;1,0
1556.tiff;0,660762782348112;1,0
1557.tiff;0,5190546818952293;1,0
1558.tiff;0,663712239490969;1,0
1559.tiff;0,7207001666666671;1,0
156.tiff;0,780787166666667;0,0
1560.tiff;0,7847672500000007;0,0
1561.tiff;0,7639985333333338;0,0
1562.tiff;0,6667513158730162;1,0
1563.tiff;0,7740059833333338;0,0
1564.tiff;0,7864039628205134;0,0
1565.tiff;0,6950622500000008;1,0
1566.tiff;0,8041705000000003;0,0
1567.tiff;0,6680097833333339;1,0
1568.tiff;0,7904787333333337;0,0
1569.tiff;0,7186940000000004;1,0
157.tiff;0,6724830000000007;1,0
1570.tiff;0,8010570000000002;0,0
1571.tiff;0,802670166666667;0,0
1572.tiff;0,7845655000000007;0,0
1573.tiff;0,7865236666666671;0,0
1574.tiff;0,6432512880952385;1,0
1575.tiff;0,6505711650862073;1,0
1576.tiff;0,6548223811507944;1,0
1577.tiff;0,7915990000000002;0,0
1578.tiff;0,787476666666667;0,0
1579.tiff;0,7994805;0,0
158.tiff;0,6732338918803429;1,0
1580.tiff;0,780206483333334;0,0
1581.tiff;0,6550821188492061;1,0
1582.tiff;0,7628035833333339;0,0
1583.tiff;0,7020429807692312;1,0
1584.tiff;0,679071490498295;1,0
1585.tiff;0,6848234219696977;1,0
1586.tiff;0,519147086657134;1,0
1587.tiff;0,7827366166666669;0,0
1588.tiff;0,5074653022536285;1,0
1589.tiff;0,7996015000000004;0,0
159.tiff;0,6875398711538471;1,0
1590.tiff;0,775313479761905;0,0
1591.tiff;0,772185229761905;0,0
1592.tiff;0,6516222380952383;1,0
1593.tiff;0,5147737871375011;1,0
1594.tiff;0,8014718166666672;0,0
1595.tiff;0,5595949642857142;1,0
1596.tiff;0,7719047333333335;0,0
1597.tiff;0,513576859883091;1,0
1598.tiff;0,5199871435991766;1,0
1599.tiff;0,8107250544871799;0,0
16.tiff;0,7884714000000004;0,0
160.tiff;0,7892300666666672;0,0
1600.tiff;0,7699139833333336;0,0
1601.tiff;0,7898886500000009;0,0
1602.tiff;0,5591668690476193;1,0
1603.tiff;0,7160431666666672;1,0
1604.tiff;0,5522333135281388;1,0
1605.tiff;0,649335469782913;1,0
1606.tiff;0,5606749642857144;1,0
1607.tiff;0,4889152655163466;1,0
1608.tiff;0,6840495028429093;1,0
1609.tiff;0,7647007333333338;0,0
161.tiff;0,7030195000000006;1,0
1610.tiff;0,7027836453060832;1,0
1611.tiff;0,7528014166666673;0,0
1612.tiff;0,8101771500000006;0,0
1613.tiff;0,7746325750000002;0,0
1614.tiff;0,7394004250000001;1,0
1615.tiff;0,756331366666667;0,0
1616.tiff;0,66123119544335;1,0
1617.tiff;0,6888311666666673;1,0
1618.tiff;0,6831644886363643;1,0
1619.tiff;0,6768688333333337;1,0
162.tiff;0,6401904732100414;1,0
1620.tiff;0,7998025000000004;0,0
1621.tiff;0,6864643588702153;1,0
1622.tiff;0,6786033833333337;1,0
1623.tiff;0,6495003346638656;1,0
1624.tiff;0,6955776075396831;1,0
1625.tiff;0,7917032044871797;0,0
1626.tiff;0,7910222500000007;0,0
1627.tiff;0,5200961263396738;1,0
1628.tiff;0,7850126666666674;0,0
1629.tiff;0,6583391492063494;1,0
163.tiff;0,6513998436576358;1,0
1630.tiff;0,8019663333333333;0,0
1631.tiff;0,6657419982142859;1,0
1632.tiff;0,7654273047619049;0,0
