filename;cell;current;shadow;power;abs_power;mean;std;rel_power;std_power;std_power_norm;pv_kind;class_std
P1C6.75S4.tiff;1;2,28;4;2,1442;3,22765;2,531455556;0,362157405;0,66432234;-1,069301774;0,249691627;Poli;2
P1C7.5S4.tiff;1;2,53;4;2,3412;3,55975;2,790758333;0,39865961;0,657686635;-1,127674642;0,236696447;Poli;2
P1C3.75S5.tiff;1;1,27;5;1,2113;1,86655;1,444916667;0,207138222;0,648951274;-1,127829833;0,242457608;Poli;2
P1C4.5S5.tiff;1;1,53;5;1,4369;2,209;1,688693023;0,239507812;0,650475328;-1,051293571;0,253700678;Poli;2
P1C4.5S5.tiff;1;1,53;5;1,5953;2,209;1,688693023;0,239507812;0,722181983;-0,389937273;0,400934223;Poli;2
P1C5.25S5.tiff;1;1,78;5;1,6544;2,55835;1,998705556;0,288360319;0,646666797;-1,194011563;0,22192828;Poli;2
P1C6S5.tiff;1;2,03;5;1,9187;2,89635;2,266655556;0,317523409;0,662454469;-1,095842215;0,243783097;Poli;2
P1C6.75S5.tiff;1;2,28;5;2,1067;3,22765;2,531455556;0,362157405;0,65270398;-1,17284791;0,22663981;Poli;2
P1C7.5S5.tiff;1;2,53;5;2,3424;3,55975;2,790758333;0,39865961;0,658023738;-1,124664556;0,237366563;Poli;2
P1C3.75S6.tiff;1;1,27;6;1,1707;1,86655;1,444916667;0,207138222;0,627199914;-1,323834219;0,197753799;Poli;2
P1C4.5S6.tiff;1;1,53;6;1,4118;2,209;1,688693023;0,239507812;0,639112721;-1,156091823;0,230370111;Poli;2
P1C4.5S6.tiff;1;1,53;6;1,6619;2,209;1,688693023;0,239507812;0,752331372;-0,111867012;0,462839235;Poli;2
P1C5.25S6.tiff;1;1,78;6;1,6233;2,55835;1,998705556;0,288360319;0,634510524;-1,301862741;0,197918059;Poli;2
P1C6S6.tiff;1;2,03;6;1,8367;2,89635;2,266655556;0,317523409;0,634142973;-1,354090891;0,186290838;Poli;2
P1C6.75S6.tiff;1;2,28;6;2,0386;3,22765;2,531455556;0,362157405;0,631605038;-1,360887694;0,184777709;Poli;2
P1C7.5S6.tiff;1;2,53;6;2,2533;3,55975;2,790758333;0,39865961;0,63299389;-1,348163495;0,187610417;Poli;2
P1C3.75S7.tiff;1;1,27;7;1,0548;1,86655;1,444916667;0,207138222;0,565106748;-1,883363979;0,070138736;Poli;2
P1C4.5S7.tiff;1;1,53;7;1,2571;2,209;1,688693023;0,239507812;0,569081032;-1,801999773;0,086575734;Poli;2
P1C5.25S7.tiff;1;1,78;7;1,4063;2,55835;1,998705556;0,288360319;0,54969023;-2,054393466;0,030386932;Poli;2
P1C6S7.tiff;1;2,03;7;1,6693;2,89635;2,266655556;0,317523409;0,576346091;-1,881296116;0,068922494;Poli;2
P1C6.75S7.tiff;1;2,28;7;1,8099;3,22765;2,531455556;0,362157405;0,560748532;-1,992381063;0,044192359;Poli;2
P1C7.5S7.tiff;1;2,53;7;2,0435;3,55975;2,790758333;0,39865961;0,574057167;-1,87442699;0,070451723;Poli;2
P12C3.75S0.tiff;12;1,27;0;1,8025;1,86655;1,444916667;0,207138222;0,965685355;1,726302994;0,893415547;Poli;0
P12C4.5S0.tiff;12;1,53;0;2,1582;2,209;1,688693023;0,239507812;0,977003169;1,960299217;0,924152417;Poli;0
P12C5.25S0.tiff;12;1,78;0;2,4953;2,55835;1,998705556;0,288360319;0,975355209;1,722131692;0,871130696;Poli;0
P12C6S0.tiff;12;2,03;0;2,8375;2,89635;2,266655556;0,317523409;0,979681323;1,797802709;0,887976853;Poli;0
P12C6.75S0.tiff;12;2,28;0;3,1333;3,22765;2,531455556;0,362157405;0,970768206;1,661831116;0,857706363;Poli;0
P12C7.5S0.tiff;12;2,53;0;3,4365;3,55975;2,790758333;0,39865961;0,965376782;1,619782015;0,848345239;Poli;0
P12C3.75S1.tiff;12;1,27;1;1,4392;1,86655;1,444916667;0,207138222;0,771048191;-0,027598319;0,493393526;Poli;2
P12C4.5S1.tiff;12;1,53;1;1,6927;2,209;1,688693023;0,239507812;0,766274332;0,016730046;0,49146798;Poli;2
P12C5.25S1.tiff;12;1,78;1;1,9867;2,55835;1,998705556;0,288360319;0,776555202;-0,041633868;0,478474793;Poli;2
P12C6S1.tiff;12;2,03;1;2,2407;2,89635;2,266655556;0,317523409;0,773628878;-0,081743754;0,469545384;Poli;2
P12C6.75S1.tiff;12;2,28;1;2,51;3,22765;2,531455556;0,362157405;0,77765557;-0,05924373;0,474554422;Poli;2
P12C7.5S1.tiff;12;2,53;1;2,7782;3,55975;2,790758333;0,39865961;0,780448065;-0,031501394;0,480730522;Poli;2
P12C3.75S2.tiff;12;1,27;2;1,4693;1,86655;1,444916667;0,207138222;0,787174198;0,117715278;0,526536005;Poli;2
P12C4.5S2.tiff;12;1,53;2;1,7551;2,209;1,688693023;0,239507812;0,794522408;0,277264345;0,549469073;Poli;2
P12C5.25S2.tiff;12;1,78;2;2,0304;2,55835;1,998705556;0,288360319;0,793636524;0,109912642;0,512212628;Poli;2
P12C6S2.tiff;12;2,03;2;2,2955;2,89635;2,266655556;0,317523409;0,792549243;0,090841946;0,507967041;Poli;2
P12C6.75S2.tiff;12;2,28;2;2,5661;3,22765;2,531455556;0,362157405;0,795036637;0,09566129;0,509039941;Poli;2
P12C7.5S2.tiff;12;2,53;2;2,7976;3,55975;2,790758333;0,39865961;0,785897886;0,017161675;0,491564071;Poli;2
P12C3.75S3.tiff;12;1,27;3;1,2975;1,86655;1,444916667;0,207138222;0,695132732;-0,711682591;0,337370623;Poli;2
P12C4.5S3.tiff;12;1,53;3;1,5187;2,209;1,688693023;0,239507812;0,687505659;-0,709759827;0,329734163;Poli;2
P12C5.25S3.tiff;12;1,78;3;1,7713;2,55835;1,998705556;0,288360319;0,69236031;-0,788615979;0,312178919;Poli;2
P12C6S3.tiff;12;2,03;3;2,0226;2,89635;2,266655556;0,317523409;0,698327205;-0,768622246;0,316629997;Poli;2
P12C6.75S3.tiff;12;2,28;3;2,2688;3,22765;2,531455556;0,362157405;0,702926278;-0,725252479;0,326285132;Poli;2
P12C7.5S3.tiff;12;2,53;3;2,5109;3,55975;2,790758333;0,39865961;0,705358522;-0,701998211;0,331462082;Poli;2
P12C3.75S4.tiff;12;1,27;4;1,5918;1,86655;1,444916667;0,207138222;0,8528033;0,70910782;0,66141819;Poli;1
P12C4.5S4.tiff;12;1,53;4;1,8902;2,209;1,688693023;0,239507812;0,855681304;0,841337804;0,675045158;Poli;1
P12C5.25S4.tiff;12;1,78;4;2,212;2,55835;1,998705556;0,288360319;0,864619774;0,73968029;0,652413792;Poli;1
P12C6S4.tiff;12;2,03;4;2,4866;2,89635;2,266655556;0,317523409;0,858528838;0,692687337;0,64195205;Poli;1
P12C6.75S4.tiff;12;2,28;4;2,7519;3,22765;2,531455556;0,362157405;0,852601738;0,608697879;0,623254012;Poli;1
P12C7.5S4.tiff;12;2,53;4;3,0332;3,55975;2,790758333;0,39865961;0,852082309;0,608142035;0,623130268;Poli;1
P12C3.75S5.tiff;12;1,27;5;1,4014;1,86655;1,444916667;0,207138222;0,750796925;-0,21008516;0,451772737;Poli;2
P12C4.5S5.tiff;12;1,53;5;1,6617;2,209;1,688693023;0,239507812;0,752240833;-0,112702058;0,462653334;Poli;2
P12C5.25S5.tiff;12;1,78;5;1,9405;2,55835;1,998705556;0,288360319;0,758496687;-0,201850087;0,442806876;Poli;2
P12C6S5.tiff;12;2,03;5;2,224;2,89635;2,266655556;0,317523409;0,767863;-0,134338302;0,457836595;Poli;2
P12C6.75S5.tiff;12;2,28;5;2,4599;3,22765;2,531455556;0,362157405;0,762133441;-0,197581368;0,443757194;Poli;2
P12C7.5S5.tiff;12;2,53;5;2,7382;3,55975;2,790758333;0,39865961;0,769211321;-0,131837618;0,458393306;Poli;2
P12C3.75S6.tiff;12;1,27;6;1,304;1,86655;1,444916667;0,207138222;0,698615092;-0,680302578;0,344527637;Poli;2
P12C4.5S6.tiff;12;1,53;6;1,5254;2,209;1,688693023;0,239507812;0,690538705;-0,681785791;0,335961844;Poli;2
P12C5.25S6.tiff;12;1,78;6;1,8052;2,55835;1,998705556;0,288360319;0,705611038;-0,671054728;0,338350833;Poli;2
P12C6S6.tiff;12;2,03;6;2,0634;2,89635;2,266655556;0,317523409;0,7124139;-0,640127783;0,345235902;Poli;2
P12C6.75S6.tiff;12;2,28;6;2,288;3,22765;2,531455556;0,362157405;0,708874878;-0,672236857;0,338087663;Poli;2
P12C7.5S6.tiff;12;2,53;6;2,5071;3,55975;2,790758333;0,39865961;0,704291032;-0,711530153;0,329340046;Poli;2
P17C3.75S0.tiff;17;1,27;0;1,8993;1,86655;1,444916667;0,207138222;1,017545739;2,193623795;1;Poli;0
P17C4.5S0.tiff;17;1,53;0;2,2398;2,209;1,688693023;0,239507812;1,013942961;2,300997916;1;Poli;0
P17C5.25S0.tiff;17;1,78;0;2,6137;2,55835;1,998705556;0,288360319;1,021635038;2,132729101;0,962539385;Poli;0
P17C6S0.tiff;17;2,03;0;2,9403;2,89635;2,266655556;0,317523409;1,015174271;2,121558367;0,960052515;Poli;0
P17C6.75S0.tiff;17;2,28;0;3,2928;3,22765;2,531455556;0,362157405;1,020184964;2,102247349;0,955753426;Poli;0
P17C7.5S0.tiff;17;2,53;0;3,5994;3,55975;2,790758333;0,39865961;1,011138423;2,028401288;0,939313547;Poli;0
P17C3.75S1.tiff;17;1,27;1;1,4984;1,86655;1,444916667;0,207138222;0,802764458;0,25820118;0,558577406;Poli;2
P17C4.5S1.tiff;17;1,53;1;1,7893;2,209;1,688693023;0,239507812;0,810004527;0,420057182;0,581258134;Poli;2
P17C5.25S1.tiff;17;1,78;1;2,1108;2,55835;1,998705556;0,288360319;0,825063029;0,388730477;0,574284069;Poli;2
P17C6S1.tiff;17;2,03;1;2,3644;2,89635;2,266655556;0,317523409;0,816337804;0,307833822;0,556274561;Poli;2
P17C6.75S1.tiff;17;2,28;1;2,6604;3,22765;2,531455556;0,362157405;0,824252939;0,356045307;0,567007577;Poli;2
P17C7.5S1.tiff;17;2,53;1;2,9526;3,55975;2,790758333;0,39865961;0,82944027;0,405964544;0,578120779;Poli;2
P17C3.75S2.tiff;17;1,27;2;1,3921;1,86655;1,444916667;0,207138222;0,745814471;-0,254982717;0,441532702;Poli;2
P17C4.5S2.tiff;17;1,53;2;1,6748;2,209;1,688693023;0,239507812;0,758171118;-0,058006556;0,474829846;Poli;2
P17C5.25S2.tiff;17;1,78;2;1,9864;2,55835;1,998705556;0,288360319;0,776437939;-0,042674233;0,478243183;Poli;2
P17C6S2.tiff;17;2,03;2;2,2612;2,89635;2,266655556;0,317523409;0,780706752;-0,017181585;0,483918449;Poli;2
P17C6.75S2.tiff;17;2,28;2;2,5466;3,22765;2,531455556;0,362157405;0,788995089;0,041817299;0,497052995;Poli;2
P17C7.5S2.tiff;17;2,53;2;2,781;3,55975;2,790758333;0,39865961;0,781234637;-0,024477858;0,482294127;Poli;2
P17C3.75S3.tiff;17;1,27;3;1,4107;1,86655;1,444916667;0,207138222;0,755779379;-0,165187604;0,462012773;Poli;2
P17C4.5S3.tiff;17;1,53;3;1,713;2,209;1,688693023;0,239507812;0,775464011;0,101487198;0,510336925;Poli;2
P17C5.25S3.tiff;17;1,78;3;1,9589;2,55835;1,998705556;0,288360319;0,765688823;-0,13804103;0,45701228;Poli;2
P17C6S3.tiff;17;2,03;3;2,2309;2,89635;2,266655556;0,317523409;0,770245309;-0,112607621;0,462674358;Poli;2
P17C6.75S3.tiff;17;2,28;3;2,5052;3,22765;2,531455556;0,362157405;0,77616842;-0,072497636;0,471603789;Poli;2
P17C7.5S3.tiff;17;2,53;3;2,7891;3,55975;2,790758333;0,39865961;0,783510078;-0,004159773;0,486817413;Poli;2
P17C3.75S4.tiff;17;1,27;4;1,6827;1,86655;1,444916667;0,207138222;0,901502772;1,147945226;0,761506276;Poli;0
P17C4.5S4.tiff;17;1,53;4;1,964;2,209;1,688693023;0,239507812;0,889090086;1,149469716;0,743642604;Poli;1
P17C5.25S4.tiff;17;1,78;4;2,3088;2,55835;1,998705556;0,288360319;0,902456662;1,075371415;0,727146571;Poli;1
P17C6S4.tiff;17;2,03;4;2,6137;2,89635;2,266655556;0,317523409;0,902411656;1,092972785;0,731065052;Poli;1
P17C6.75S4.tiff;17;2,28;4;2,9045;3,22765;2,531455556;0,362157405;0,899880718;1,030061623;0,717059541;Poli;1
P17C7.5S4.tiff;17;2,53;4;3,1774;3,55975;2,790758333;0,39865961;0,892590772;0,969854123;0,703655928;Poli;1
P17C3.75S5.tiff;17;1,27;5;1,5175;1,86655;1,444916667;0,207138222;0,812997241;0,350410139;0,579608016;Poli;2
P17C4.5S5.tiff;17;1,53;5;1,8427;2,209;1,688693023;0,239507812;0,834178361;0,643014419;0,630893685;Poli;1
P17C5.25S5.tiff;17;1,78;5;2,1317;2,55835;1,998705556;0,288360319;0,833232357;0,461209243;0,590419555;Poli;2
P17C6S5.tiff;17;2,03;5;2,4322;2,89635;2,266655556;0,317523409;0,839746578;0,521361386;0,603810844;Poli;1
P17C6.75S5.tiff;17;2,28;5;2,7065;3,22765;2,531455556;0,362157405;0,838535777;0,483338024;0,595345945;Poli;2
P17C7.5S5.tiff;17;2,53;5;3,0116;3,55975;2,790758333;0,39865961;0,846014467;0,553960474;0,611068172;Poli;1
P17C3.75S6.tiff;17;1,27;6;1,4656;1,86655;1,444916667;0,207138222;0,785191932;0,099852809;0,522462013;Poli;2
P17C4.5S6.tiff;17;1,53;6;1,7458;2,209;1,688693023;0,239507812;0,790312359;0,238434714;0,540824679;Poli;2
P17C5.25S6.tiff;17;1,78;6;2,0153;2,55835;1,998705556;0,288360319;0,787734282;0,0575476;0,500554932;Poli;2
P17C6S6.tiff;17;2,03;6;2,316;2,89635;2,266655556;0,317523409;0,799627117;0,155404115;0,522340106;Poli;2
P17C6.75S6.tiff;17;2,28;6;2,5761;3,22765;2,531455556;0,362157405;0,798134866;0,123273593;0,515187092;Poli;2
P17C7.5S6.tiff;17;2,53;6;2,8309;3,55975;2,790758333;0,39865961;0,795252476;0,100691582;0,510159802;Poli;2
P18C3.75S0.tiff;18;1,27;0;1,7836;1,86655;1,444916667;0,207138222;0,955559722;1,635059573;0,872605153;Poli;0
P18C4.5S0.tiff;18;1,53;0;2,0657;2,209;1,688693023;0,239507812;0,935129018;1,574090521;0,838173232;Poli;0
P18C5.25S0.tiff;18;1,78;0;2,4907;2,55835;1,998705556;0,288360319;0,973557176;1,706179428;0,867579345;Poli;0
P18C6S0.tiff;18;2,03;0;2,8524;2,89635;2,266655556;0,317523409;0,984825729;1,844728383;0,898423617;Poli;0
P18C6.75S0.tiff;18;2,28;0;3,1625;3,22765;2,531455556;0,362157405;0,979815036;1,742459041;0,875656044;Poli;0
P18C7.5S0.tiff;18;2,53;0;3,5201;3,55975;2,790758333;0,39865961;0,988861577;1,829484723;0,895030018;Poli;0
P18C3.75S1.tiff;18;1,27;1;1,4558;1,86655;1,444916667;0,207138222;0,779941603;0,052541406;0,511671438;Poli;2
P18C4.5S1.tiff;18;1,53;1;1,7128;2,209;1,688693023;0,239507812;0,775373472;0,100652152;0,510151024;Poli;2
P18C5.25S1.tiff;18;1,78;1;2,0094;2,55835;1,998705556;0,288360319;0,785428108;0,037087088;0,495999939;Poli;2
P18C6S1.tiff;18;2,03;1;2,2489;2,89635;2,266655556;0,317523409;0,776460027;-0,055918887;0,47529461;Poli;2
P18C6.75S1.tiff;18;2,28;1;2,4947;3,22765;2,531455556;0,362157405;0,772915279;-0,101490554;0,46514928;Poli;2
P18C7.5S1.tiff;18;2,53;1;2,7578;3,55975;2,790758333;0,39865961;0,774717326;-0,082672868;0,469338542;Poli;2
P18C3.75S2.tiff;18;1,27;2;1,443;1,86655;1,444916667;0,207138222;0,773084032;-0,009253081;0,497577626;Poli;2
P18C4.5S2.tiff;18;1,53;2;1,7129;2,209;1,688693023;0,239507812;0,775418742;0,101069675;0,510243975;Poli;2
P18C5.25S2.tiff;18;1,78;2;1,9975;2,55835;1,998705556;0,288360319;0,780776672;-0,004180726;0,486812748;Poli;2
P18C6S2.tiff;18;2,03;2;2,262;2,89635;2,266655556;0,317523409;0,780982961;-0,014662086;0,484479349;Poli;2
P18C6.75S2.tiff;18;2,28;2;2,5251;3,22765;2,531455556;0,362157405;0,782333896;-0,017549153;0,48383662;Poli;2
P18C7.5S2.tiff;18;2,53;2;2,8798;3,55975;2,790758333;0,39865961;0,808989395;0,223352616;0,537467048;Poli;2
P18C3.75S3.tiff;18;1,27;3;1,3811;1,86655;1,444916667;0,207138222;0,739921245;-0,308087353;0,429420832;Poli;2
P18C4.5S3.tiff;18;1,53;3;1,6412;2,209;1,688693023;0,239507812;0,742960616;-0,198294255;0,443598488;Poli;2
P18C5.25S3.tiff;18;1,78;3;1,9501;2,55835;1,998705556;0,288360319;0,762249106;-0,168558405;0,450218391;Poli;2
P18C6S3.tiff;18;2,03;3;2,1967;2,89635;2,266655556;0,317523409;0,758437344;-0,220316215;0,438695879;Poli;2
P18C6.75S3.tiff;18;2,28;3;2,4352;3,22765;2,531455556;0,362157405;0,754480814;-0,265783757;0,42857373;Poli;2
P18C7.5S3.tiff;18;2,53;3;2,6654;3,55975;2,790758333;0,39865961;0,748760447;-0,314449546;0,417739575;Poli;2
P18C3.75S4.tiff;18;1,27;4;1,6043;1,86655;1,444916667;0,207138222;0,859500147;0,769453998;0,675181678;Poli;1
P18C4.5S4.tiff;18;1,53;4;1,9054;2,209;1,688693023;0,239507812;0,862562245;0,904801287;0,689173629;Poli;1
P18C5.25S4.tiff;18;1,78;4;2,1977;2,55835;1,998705556;0,288360319;0,859030234;0,690089555;0,641373723;Poli;1
P18C6S4.tiff;18;2,03;4;2,523;2,89635;2,266655556;0,317523409;0,87109638;0,807324554;0,667473004;Poli;1
P18C6.75S4.tiff;18;2,28;4;2,8464;3,22765;2,531455556;0,362157405;0,881880006;0,869634143;0,681344592;Poli;1
P18C7.5S4.tiff;18;2,53;4;3,1417;3,55975;2,790758333;0,39865961;0,882561978;0,880304043;0,683719964;Poli;1
P18C3.75S5.tiff;18;1,27;5;1,4851;1,86655;1,444916667;0,207138222;0,795639013;0,193992846;0,543933054;Poli;2
P18C4.5S5.tiff;18;1,53;5;1,7898;2,209;1,688693023;0,239507812;0,810230874;0,422144797;0,581722886;Poli;2
P18C5.25S5.tiff;18;1,78;5;2,0659;2,55835;1,998705556;0,288360319;0,807512655;0,233022507;0,539619794;Poli;2
P18C6S5.tiff;18;2,03;5;2,3877;2,89635;2,266655556;0,317523409;0,824382412;0,381214238;0,572610776;Poli;2
P18C6.75S5.tiff;18;2,28;5;2,6377;3,22765;2,531455556;0,362157405;0,817219959;0,293365379;0,553053544;Poli;2
P18C7.5S5.tiff;18;2,53;5;2,9248;3,55975;2,790758333;0,39865961;0,821630732;0,336230868;0,562596415;Poli;2
P18C3.75S6.tiff;18;1,27;6;1,4571;1,86655;1,444916667;0,207138222;0,780638076;0,058817408;0,513102841;Poli;2
P18C4.5S6.tiff;18;1,53;6;1,7273;2,209;1,688693023;0,239507812;0,781937528;0,161192975;0,523628843;Poli;2
P18C5.25S6.tiff;18;1,78;6;2,0265;2,55835;1,998705556;0,288360319;0,792112104;0,096387896;0,5092017;Poli;2
P18C6S6.tiff;18;2,03;6;2,2507;2,89635;2,266655556;0,317523409;0,777081499;-0,050250013;0,476556636;Poli;2
P18C6.75S6.tiff;18;2,28;6;2,6198;3,22765;2,531455556;0,362157405;0,811674128;0,243939357;0,542050143;Poli;2
P18C7.5S6.tiff;18;2,53;6;2,916;3,55975;2,790758333;0,39865961;0,819158649;0,314156898;0,557682227;Poli;2
P20C3.75S0.tiff;20;1,27;0;1,8338;1,86655;1,444916667;0,207138222;0,982454261;1,877409823;0,927879322;Poli;0
P20C4.5S0.tiff;20;1,53;0;2,1782;2,209;1,688693023;0,239507812;0,986057039;2,0438038;0,942742511;Poli;0
P20C5.25S0.tiff;20;1,78;0;2,503;2,55835;1,998705556;0,288360319;0,978364962;1,748834395;0,877075349;Poli;0
P20C6S0.tiff;20;2,03;0;2,7415;2,89635;2,266655556;0,317523409;0,946536158;1,495462795;0,820668842;Poli;0
P20C6.75S0.tiff;20;2,28;0;3,1433;3,22765;2,531455556;0,362157405;0,973866435;1,689443419;0,863853514;Poli;0
P20C7.5S0.tiff;20;2,53;0;3,4656;3,55975;2,790758333;0,39865961;0,973551513;1,692776618;0,864595563;Poli;0
P20C3.75S1.tiff;20;1,27;1;1,4524;1,86655;1,444916667;0,207138222;0,778120061;0,036127245;0,507927769;Poli;2
P20C4.5S1.tiff;20;1,53;1;1,719;2,209;1,688693023;0,239507812;0,778180172;0,126538573;0,515913954;Poli;2
P20C5.25S1.tiff;20;1,78;1;1,9877;2,55835;1,998705556;0,288360319;0,776946079;-0,038165985;0,479246826;Poli;2
P20C6S1.tiff;20;2,03;1;2,2943;2,89635;2,266655556;0,317523409;0,792134928;0,087062697;0,507125691;Poli;2
P20C6.75S1.tiff;20;2,28;1;2,5452;3,22765;2,531455556;0,362157405;0,788561337;0,037951576;0,496192394;Poli;2
P20C7.5S1.tiff;20;2,53;1;2,8573;3,55975;2,790758333;0,39865961;0,802668727;0,16691349;0,524902364;Poli;2
P20C3.75S2.tiff;20;1,27;2;1,4701;1,86655;1,444916667;0,207138222;0,787602797;0,121577433;0,527416869;Poli;2
P20C4.5S2.tiff;20;1,53;2;1,7832;2,209;1,688693023;0,239507812;0,807243096;0,394588285;0,575588155;Poli;2
P20C5.25S2.tiff;20;1,78;2;2,0647;2,55835;1,998705556;0,288360319;0,807043602;0,228861047;0,538693355;Poli;2
P20C6S2.tiff;20;2,03;2;2,3548;2,89635;2,266655556;0,317523409;0,813023288;0,27759983;0,54954376;Poli;2
P20C6.75S2.tiff;20;2,28;2;2,6252;3,22765;2,531455556;0,362157405;0,813347172;0,25885;0,545369605;Poli;2
P20C7.5S2.tiff;20;2,53;2;2,8694;3,55975;2,790758333;0,39865961;0,806067842;0,197265197;0,531659372;Poli;2
P20C3.75S3.tiff;20;1,27;3;1,4002;1,86655;1,444916667;0,207138222;0,750154027;-0,215878394;0,450451442;Poli;2
P20C4.5S3.tiff;20;1,53;3;1,6615;2,209;1,688693023;0,239507812;0,752150294;-0,113537103;0,462467433;Poli;2
P20C5.25S3.tiff;20;1,78;3;1,9262;2,55835;1,998705556;0,288360319;0,752907147;-0,251440822;0,431766806;Poli;2
P20C6S3.tiff;20;2,03;3;2,1902;2,89635;2,266655556;0,317523409;0,75619314;-0,240787147;0,434138566;Poli;2
P20C6.75S3.tiff;20;2,28;3;2,4994;3,22765;2,531455556;0,362157405;0,774371447;-0,088512771;0,468038441;Poli;2
P20C7.5S3.tiff;20;2,53;3;2,7462;3,55975;2,790758333;0,39865961;0,77145867;-0,111770373;0,462860749;Poli;2
P20C3.75S4.tiff;20;1,27;4;1,6646;1,86655;1,444916667;0,207138222;0,891805738;1,06056396;0,741576745;Poli;1
P20C4.5S4.tiff;20;1,53;4;1,9595;2,209;1,688693023;0,239507812;0,887052965;1,130681184;0,739459833;Poli;1
